          88   2.75000002E-06   1.37999998E-02   6.29999995E-05   1.84000004E-04
          89   2.21000005E-06   1.25000002E-02   5.46000010E-05   1.55000002E-04
          90   1.78000005E-06   1.13000004E-02   4.74000008E-05   1.30999993E-04
          91   1.43000000E-06   1.03000002E-02   4.12000009E-05   1.10000001E-04
          92   1.15000000E-06   9.37999971E-03   3.55999982E-05   9.32999974E-05
          93   9.25999984E-07   8.48000031E-03   3.08999988E-05   7.86000019E-05
          94   7.45000023E-07   7.68999988E-03   2.68999993E-05   6.64999970E-05
          95   5.98999975E-07   6.95999991E-03   2.32999992E-05   5.60000008E-05
          96   4.83000008E-07   6.31000008E-03   2.01999992E-05   4.74000008E-05
          97   3.87999989E-07   5.72999986E-03   1.75000005E-05   4.00999998E-05
          98   3.11999997E-07   5.18999994E-03   1.52000002E-05   3.37999991E-05
          99   2.50999989E-07   4.71000001E-03   1.31999996E-05   2.85000006E-05
         100   2.01999995E-07   4.26999992E-03   1.15000003E-05   2.40999998E-05
         101   1.62000006E-07   3.86999990E-03   9.94000038E-06   2.03000000E-05
         102   1.30999993E-07   3.50999995E-03   8.62999968E-06   1.72000000E-05
         103   1.04999998E-07   3.18000000E-03   7.48999992E-06   1.45000004E-05
         104   8.46999981E-08   2.88999989E-03   6.49999993E-06   1.22000001E-05
         105   6.82000021E-08   2.61999993E-03   5.66000017E-06   1.03000002E-05
         106   5.48000010E-08   2.37999996E-03   4.90000002E-06   8.73000045E-06
         107   4.40999983E-08   2.15000007E-03   4.25999997E-06   7.36999982E-06
         108   3.55000012E-08   1.94999995E-03   3.69999998E-06   6.22000016E-06
         109   2.85000006E-08   1.76999997E-03   3.20999993E-06   5.24999996E-06
         110   2.30000001E-08   1.61000004E-03   2.79000005E-06   4.43999988E-06
         111   1.85999998E-08   1.46000006E-03   2.40999998E-06   3.74999991E-06
         112   1.49000003E-08   1.32000004E-03   2.10000007E-06   3.16999990E-06
         113   1.20000001E-08   1.20000006E-03   1.82999997E-06   2.68000008E-06
         114   9.63999991E-09   1.09000003E-03   1.58000000E-06   2.25999997E-06
         115   7.75999975E-09   9.84000042E-04   1.37999996E-06   1.90000003E-06
         116   6.24000007E-09   8.90999974E-04   1.20000004E-06   1.61000003E-06
         117   5.01999997E-09   8.08999990E-04   1.04000003E-06   1.36000006E-06
         118   4.03999989E-09   7.32999993E-04   9.01000021E-07   1.13999999E-06
         119   3.25000005E-09   6.65000000E-04   7.81999972E-07   9.67000005E-07
         120   2.61999999E-09   6.02999993E-04   6.78999982E-07   8.16000011E-07
         121   2.10999995E-09   5.46000025E-04   5.89000024E-07   6.88999990E-07
         122   1.69000003E-09   4.95999993E-04   5.10999996E-07   5.82999974E-07
         123   1.36000000E-09   4.49000014E-04   4.43999994E-07   4.92000026E-07
         124   1.09999998E-09   4.07999993E-04   3.84999993E-07   4.16000006E-07
         125   8.83000006E-10   3.69999994E-04   3.35000010E-07   3.51000011E-07
         126   7.10000003E-10   3.34999990E-04   2.90999992E-07   2.95999996E-07
         127   5.72000003E-10   3.03999986E-04   2.52999996E-07   2.49999999E-07
         128   4.59000005E-10   2.76000006E-04   2.20000004E-07   2.11000000E-07
         129   3.70000003E-10   2.50000012E-04   1.90999998E-07   1.77999993E-07
         130   2.97000008E-10   2.26999997E-04   1.66000007E-07   1.50999995E-07
         131   2.38999986E-10   2.05000004E-04   1.43999998E-07   1.27000007E-07
         132   1.93000005E-10   1.86000005E-04   1.25000000E-07   1.06999998E-07
         133   1.54999999E-10   1.69000006E-04   1.08000002E-07   9.05999968E-08
         134   1.24999996E-10   1.53000001E-04   9.41999971E-08   7.65000010E-08
         135   1.00000001E-10   1.38000003E-04   8.18000032E-08   6.46000018E-08
         136   8.07999986E-11   1.25000006E-04   7.10000023E-08   5.46000010E-08
         137   6.51000018E-11   1.14000002E-04   6.16999998E-08   4.60000003E-08
         138   5.23000011E-11   1.02999998E-04   5.36000009E-08   3.89000014E-08
         139   4.21000006E-11   9.38000012E-05   4.64999985E-08   3.29000009E-08
         140   3.39000009E-11   8.49999997E-05   4.03999998E-08   2.77000005E-08
         141   2.71999992E-11   7.70999977E-05   3.51999994E-08   2.35000002E-08
         142   2.20000008E-11   6.99000011E-05   3.05999990E-08   1.96999999E-08
         143   1.76999995E-11   6.34000025E-05   2.64000004E-08   1.66999996E-08
         144   1.41999997E-11   5.75000013E-05   2.30000001E-08   1.41000003E-08
         145   1.13999999E-11   5.21000002E-05   1.98999999E-08   1.19000001E-08
         146   9.20000014E-12   4.73000000E-05   1.72999997E-08   9.99999994E-09
         147   7.39999988E-12   4.28999992E-05   1.49999995E-08   8.46999981E-09
         148   5.95999985E-12   3.88000008E-05   1.31000002E-08   7.16000015E-09
         149   4.78999999E-12   3.51999988E-05   1.13000000E-08   6.04000006E-09
         150   3.85000018E-12   3.18999992E-05   9.85999993E-09   5.09999998E-09
         151   3.11000010E-12   2.90000007E-05   8.55999982E-09   4.29999991E-09
         152   2.49999999E-12   2.63000002E-05   7.43000017E-09   3.63000008E-09
         153   2.01000002E-12   2.37999993E-05   6.47000009E-09   3.08000003E-09
         154   1.62000003E-12   2.16000008E-05   5.61000002E-09   2.59999999E-09
         155   1.30000004E-12   1.96000001E-05   4.87999996E-09   2.19999996E-09
         156   1.05000004E-12   1.77000002E-05   4.22999991E-09   1.85000004E-09
         157   8.41000013E-13   1.61000007E-05   3.66000008E-09   1.55000002E-09
         158   6.77999974E-13   1.46000002E-05   3.18000004E-09   1.32000000E-09
         159   5.45000026E-13   1.33000003E-05   2.76000001E-09   1.10999998E-09
         160   4.38000005E-13   1.20000004E-05   2.40999998E-09   9.39999967E-10
         161   3.52000005E-13   1.09000002E-05   2.08999995E-09   7.93999977E-10
         162   2.84000010E-13   9.83999962E-06   1.81000004E-09   6.70000000E-10
         163   2.29000006E-13   8.94000004E-06   1.58000002E-09   5.66000025E-10
         164   1.84000005E-13   8.10999973E-06   1.37000000E-09   4.77999973E-10
         165   1.47999993E-13   7.35000003E-06   1.18999999E-09   4.04000000E-10
         166   1.18999998E-13   6.66999995E-06   1.02999997E-09   3.41000006E-10
         167   9.56999982E-14   6.03999979E-06   8.95999996E-10   2.87000007E-10
         168   7.69999976E-14   5.47999980E-06   7.77999998E-10   2.42000003E-10
         169   6.19999996E-14   4.97000019E-06   6.75999978E-10   2.05000003E-10
         170   4.98999984E-14   4.50000016E-06   5.87999982E-10   1.73000003E-10
         171   4.01000000E-14   4.08999995E-06   5.11000020E-10   1.46000004E-10
         172   3.22000015E-14   3.69999998E-06   4.44000003E-10   1.22999999E-10
         173   2.59999999E-14   3.35999994E-06   3.85000004E-10   1.04000003E-10
         174   2.10000000E-14   3.05000003E-06   3.35000000E-10   8.80000031E-11
         175   1.68000007E-14   2.77000004E-06   2.91000002E-10   7.42999967E-11
         176   1.35000001E-14   2.51000006E-06   2.50999999E-10   6.28000013E-11
         177   1.09000003E-14   2.27000010E-06   2.20000004E-10   5.29000004E-11
         178   8.77000041E-15   2.06000004E-06   1.90000002E-10   4.47000006E-11
         179   7.06000013E-15   1.87000001E-06   1.65000000E-10   3.77999992E-11
         180   5.68000008E-15   1.68999998E-06   1.43000001E-10   3.18000001E-11
         181   4.56000018E-15   1.52999996E-06   1.24000005E-10   2.68999996E-11
         182   3.66999979E-15   1.38999997E-06   1.07999998E-10   2.26999999E-11
         183   2.96000004E-15   1.25999998E-06   9.36999991E-11   1.90999994E-11
         184   2.37999995E-15   1.13999999E-06   8.13999979E-11   1.60999998E-11
         185   1.92000007E-15   1.04000003E-06   7.07000014E-11   1.37000003E-11
         186   1.54999999E-15   9.38000028E-07   6.14999995E-11   1.15999996E-11
         187   1.24000001E-15   8.53000017E-07   5.33999997E-11   9.76000010E-12
         188   9.97000025E-16   7.73000011E-07   4.63999984E-11   8.23999983E-12
         189   8.02000017E-16   7.00999976E-07   4.01999996E-11   6.95000004E-12
         190   6.45000025E-16   6.35999982E-07   3.48999996E-11   5.86999980E-12
         191   5.19999985E-16   5.76999980E-07   3.02999986E-11   4.95999986E-12
         192   4.18000013E-16   5.22999983E-07   2.64000002E-11   4.18000010E-12
         193   3.35999997E-16   4.73999989E-07   2.27999997E-11   3.53000008E-12
         194   2.70000011E-16   4.30000000E-07   1.99000001E-11   2.98999996E-12
         195   2.17999996E-16   3.89999997E-07   1.73000000E-11   2.53000008E-12
         196   1.74999998E-16   3.54000008E-07   1.49999995E-11   2.11999992E-12
         197   1.41000003E-16   3.19999998E-07   1.30000004E-11   1.79000001E-12
         198   1.13000005E-16   2.90999992E-07   1.13000000E-11   1.51000002E-12
         199   9.11999977E-17   2.63999993E-07   9.82999966E-12   1.27999998E-12
         200   7.33999974E-17   2.39000002E-07   8.54000030E-12   1.08000002E-12
